Store,Dept,Target_Date,Seasonal_Reference,Origin_Sales,Used_Fallback,Prediction,Origin_Date,Horizon_Weeks,Method
2,55,2013-01-25,8771.41,11189.37,False,8771.41,2012-10-26,13,Seasonal baseline
2,56,2013-01-25,1780.27,707.65,False,1780.27,2012-10-26,13,Seasonal baseline
2,58,2013-01-25,21205.0,25000.0,False,21205.0,2012-10-26,13,Seasonal baseline
2,59,2013-01-25,377.26,287.25,False,377.26,2012-10-26,13,Seasonal baseline
2,60,2013-01-25,275.0,261.0,False,275.0,2012-10-26,13,Seasonal baseline
2,67,2013-01-25,9179.87,10224.32,False,9179.87,2012-10-26,13,Seasonal baseline
2,71,2013-01-25,4533.07,3588.43,False,4533.07,2012-10-26,13,Seasonal baseline
2,72,2013-01-25,68331.35,48941.21,False,68331.35,2012-10-26,13,Seasonal baseline
2,74,2013-01-25,17211.63,14547.62,False,17211.63,2012-10-26,13,Seasonal baseline
2,79,2013-01-25,25609.24,28451.69,False,25609.24,2012-10-26,13,Seasonal baseline
2,80,2013-01-25,23876.24,25410.09,False,23876.24,2012-10-26,13,Seasonal baseline
2,81,2013-01-25,29247.34,29040.96,False,29247.34,2012-10-26,13,Seasonal baseline
2,82,2013-01-25,21186.69,24997.37,False,21186.69,2012-10-26,13,Seasonal baseline
2,83,2013-01-25,5993.67,4489.72,False,5993.67,2012-10-26,13,Seasonal baseline
2,85,2013-01-25,2386.87,3298.84,False,2386.87,2012-10-26,13,Seasonal baseline
2,87,2013-01-25,27403.39,21623.54,False,27403.39,2012-10-26,13,Seasonal baseline
2,90,2013-01-25,96035.73,100544.64,False,96035.73,2012-10-26,13,Seasonal baseline
2,91,2013-01-25,75421.58,75329.8,False,75421.58,2012-10-26,13,Seasonal baseline
2,92,2013-01-25,160379.95,169784.13,False,160379.95,2012-10-26,13,Seasonal baseline
2,93,2013-01-25,63920.03,71383.59,False,63920.03,2012-10-26,13,Seasonal baseline
2,94,2013-01-25,63121.47,71138.52,False,63121.47,2012-10-26,13,Seasonal baseline
2,95,2013-01-25,124814.6,138018.99,False,124814.6,2012-10-26,13,Seasonal baseline
2,96,2013-01-25,27820.39,38391.46,False,27820.39,2012-10-26,13,Seasonal baseline
2,97,2013-01-25,36145.87,40710.09,False,36145.87,2012-10-26,13,Seasonal baseline
2,98,2013-01-25,11443.39,14233.43,False,11443.39,2012-10-26,13,Seasonal baseline
3,1,2013-01-25,8381.18,11351.24,False,8381.18,2012-10-26,13,Seasonal baseline
3,2,2013-01-25,16162.75,18894.7,False,16162.75,2012-10-26,13,Seasonal baseline
3,3,2013-01-25,5292.39,4730.72,False,5292.39,2012-10-26,13,Seasonal baseline
3,4,2013-01-25,8146.3,8459.82,False,8146.3,2012-10-26,13,Seasonal baseline
3,5,2013-01-25,10875.52,15307.6,False,10875.52,2012-10-26,13,Seasonal baseline
3,6,2013-01-25,991.46,1435.94,False,991.46,2012-10-26,13,Seasonal baseline
3,7,2013-01-25,7535.97,7749.8,False,7535.97,2012-10-26,13,Seasonal baseline
3,8,2013-01-25,7781.61,8495.07,False,7781.61,2012-10-26,13,Seasonal baseline
3,9,2013-01-25,6959.88,9582.02,False,6959.88,2012-10-26,13,Seasonal baseline
3,10,2013-01-25,10197.43,14112.99,False,10197.43,2012-10-26,13,Seasonal baseline
3,11,2013-01-25,6003.95,9291.66,False,6003.95,2012-10-26,13,Seasonal baseline
3,12,2013-01-25,1880.85,2648.01,False,1880.85,2012-10-26,13,Seasonal baseline
3,13,2013-01-25,11062.34,11696.34,False,11062.34,2012-10-26,13,Seasonal baseline
3,14,2013-01-25,3981.7,4716.3,False,3981.7,2012-10-26,13,Seasonal baseline
3,16,2013-01-25,4492.5,3285.67,False,4492.5,2012-10-26,13,Seasonal baseline
3,17,2013-01-25,2042.15,2634.51,False,2042.15,2012-10-26,13,Seasonal baseline
3,18,2013-01-25,693.73,5104.31,False,693.73,2012-10-26,13,Seasonal baseline
3,19,2013-01-25,375.1,738.87,False,375.1,2012-10-26,13,Seasonal baseline
3,20,2013-01-25,2452.99,1601.47,False,2452.99,2012-10-26,13,Seasonal baseline
3,21,2013-01-25,1157.86,1223.23,False,1157.86,2012-10-26,13,Seasonal baseline
3,22,2013-01-25,3680.23,4748.81,False,3680.23,2012-10-26,13,Seasonal baseline
3,23,2013-01-25,8131.22,17384.54,False,8131.22,2012-10-26,13,Seasonal baseline
3,24,2013-01-25,1679.86,3281.16,False,1679.86,2012-10-26,13,Seasonal baseline
3,25,2013-01-25,3630.44,5134.03,False,3630.44,2012-10-26,13,Seasonal baseline
3,26,2013-01-25,2650.3,3295.95,False,2650.3,2012-10-26,13,Seasonal baseline
3,27,2013-01-25,421.37,351.49,False,421.37,2012-10-26,13,Seasonal baseline
3,28,2013-01-25,117.88,151.69,False,117.88,2012-10-26,13,Seasonal baseline
3,29,2013-01-25,926.76,1423.02,False,926.76,2012-10-26,13,Seasonal baseline
3,30,2013-01-25,897.26,1104.44,False,897.26,2012-10-26,13,Seasonal baseline
3,31,2013-01-25,611.52,882.66,False,611.52,2012-10-26,13,Seasonal baseline
3,32,2013-01-25,3970.52,3405.21,False,3970.52,2012-10-26,13,Seasonal baseline
3,33,2013-01-25,2356.53,3236.91,False,2356.53,2012-10-26,13,Seasonal baseline
3,34,2013-01-25,3176.09,4667.42,False,3176.09,2012-10-26,13,Seasonal baseline
3,35,2013-01-25,1155.53,559.07,False,1155.53,2012-10-26,13,Seasonal baseline
3,36,2013-01-25,73.97,650.24,False,73.97,2012-10-26,13,Seasonal baseline
3,38,2013-01-25,87145.69,83489.04,False,87145.69,2012-10-26,13,Seasonal baseline
3,40,2013-01-25,19565.38,20235.51,False,19565.38,2012-10-26,13,Seasonal baseline
3,41,2013-01-25,166.0,658.2,False,166.0,2012-10-26,13,Seasonal baseline
3,42,2013-01-25,4490.51,5582.25,False,4490.51,2012-10-26,13,Seasonal baseline
3,44,2013-01-25,1987.36,2981.53,False,1987.36,2012-10-26,13,Seasonal baseline
3,46,2013-01-25,5685.73,6332.3,False,5685.73,2012-10-26,13,Seasonal baseline
3,49,2013-01-25,11.88,11.88,False,11.88,2012-10-26,13,Seasonal baseline
3,52,2013-01-25,1073.16,1245.77,False,1073.16,2012-10-26,13,Seasonal baseline
3,54,2013-01-25,103.84,23.92,False,103.84,2012-10-26,13,Seasonal baseline
3,55,2013-01-25,5805.3,6525.8,False,5805.3,2012-10-26,13,Seasonal baseline
3,56,2013-01-25,377.64,312.62,False,377.64,2012-10-26,13,Seasonal baseline
3,59,2013-01-25,,20.0,True,20.0,2012-10-26,13,Seasonal baseline
3,60,2013-01-25,123.2,126.0,False,123.2,2012-10-26,13,Seasonal baseline
3,67,2013-01-25,1528.88,2053.75,False,1528.88,2012-10-26,13,Seasonal baseline
3,71,2013-01-25,933.48,1107.68,False,933.48,2012-10-26,13,Seasonal baseline
3,72,2013-01-25,22123.09,23994.26,False,22123.09,2012-10-26,13,Seasonal baseline
3,74,2013-01-25,3798.21,3370.19,False,3798.21,2012-10-26,13,Seasonal baseline
3,79,2013-01-25,6893.02,7512.73,False,6893.02,2012-10-26,13,Seasonal baseline
3,81,2013-01-25,1777.18,1863.23,False,1777.18,2012-10-26,13,Seasonal baseline
3,82,2013-01-25,5965.76,8566.11,False,5965.76,2012-10-26,13,Seasonal baseline
3,85,2013-01-25,989.58,345.44,False,989.58,2012-10-26,13,Seasonal baseline
3,87,2013-01-25,1371.67,900.85,False,1371.67,2012-10-26,13,Seasonal baseline
3,90,2013-01-25,1860.11,1868.32,False,1860.11,2012-10-26,13,Seasonal baseline
3,91,2013-01-25,167.72,376.04,False,167.72,2012-10-26,13,Seasonal baseline
3,92,2013-01-25,8102.61,9835.2,False,8102.61,2012-10-26,13,Seasonal baseline
3,94,2013-01-25,130.0,313.78,False,130.0,2012-10-26,13,Seasonal baseline
3,95,2013-01-25,14176.62,17210.73,False,14176.62,2012-10-26,13,Seasonal baseline
3,96,2013-01-25,2858.02,4654.4,False,2858.02,2012-10-26,13,Seasonal baseline
3,97,2013-01-25,353.32,578.26,False,353.32,2012-10-26,13,Seasonal baseline
4,1,2013-01-25,31549.81,57046.29,False,31549.81,2012-10-26,13,Seasonal baseline
4,2,2013-01-25,90813.61,93534.21,False,90813.61,2012-10-26,13,Seasonal baseline
4,3,2013-01-25,16699.5,12439.1,False,16699.5,2012-10-26,13,Seasonal baseline
4,4,2013-01-25,57041.93,57973.13,False,57041.93,2012-10-26,13,Seasonal baseline
4,5,2013-01-25,37089.67,46483.6,False,37089.67,2012-10-26,13,Seasonal baseline
4,6,2013-01-25,3572.06,6946.58,False,3572.06,2012-10-26,13,Seasonal baseline
4,7,2013-01-25,28409.3,47321.62,False,28409.3,2012-10-26,13,Seasonal baseline
4,8,2013-01-25,59773.23,60917.72,False,59773.23,2012-10-26,13,Seasonal baseline
4,9,2013-01-25,21564.61,37348.62,False,21564.61,2012-10-26,13,Seasonal baseline
4,10,2013-01-25,31452.5,37702.39,False,31452.5,2012-10-26,13,Seasonal baseline
4,11,2013-01-25,20523.55,21888.0,False,20523.55,2012-10-26,13,Seasonal baseline
4,12,2013-01-25,7003.02,8596.08,False,7003.02,2012-10-26,13,Seasonal baseline
4,13,2013-01-25,68800.08,72740.81,False,68800.08,2012-10-26,13,Seasonal baseline
4,14,2013-01-25,25367.51,28140.66,False,25367.51,2012-10-26,13,Seasonal baseline
4,16,2013-01-25,4920.43,6417.47,False,4920.43,2012-10-26,13,Seasonal baseline
4,17,2013-01-25,13047.46,15785.97,False,13047.46,2012-10-26,13,Seasonal baseline
4,18,2013-01-25,6774.86,38632.24,False,6774.86,2012-10-26,13,Seasonal baseline
4,19,2013-01-25,2716.76,3158.32,False,2716.76,2012-10-26,13,Seasonal baseline
4,20,2013-01-25,8460.18,7867.74,False,8460.18,2012-10-26,13,Seasonal baseline
4,21,2013-01-25,6836.31,7540.82,False,6836.31,2012-10-26,13,Seasonal baseline
4,22,2013-01-25,14750.91,18871.34,False,14750.91,2012-10-26,13,Seasonal baseline
4,23,2013-01-25,34964.07,53980.64,False,34964.07,2012-10-26,13,Seasonal baseline
4,24,2013-01-25,6677.07,12399.01,False,6677.07,2012-10-26,13,Seasonal baseline
4,25,2013-01-25,9860.88,15215.65,False,9860.88,2012-10-26,13,Seasonal baseline
4,26,2013-01-25,15802.37,24575.8,False,15802.37,2012-10-26,13,Seasonal baseline
4,27,2013-01-25,2349.22,3477.66,False,2349.22,2012-10-26,13,Seasonal baseline
4,28,2013-01-25,995.29,1393.97,False,995.29,2012-10-26,13,Seasonal baseline
4,29,2013-01-25,8860.17,10045.1,False,8860.17,2012-10-26,13,Seasonal baseline
4,30,2013-01-25,6469.92,6384.78,False,6469.92,2012-10-26,13,Seasonal baseline
4,31,2013-01-25,2009.26,3792.3,False,2009.26,2012-10-26,13,Seasonal baseline
4,32,2013-01-25,6964.24,10943.59,False,6964.24,2012-10-26,13,Seasonal baseline
4,33,2013-01-25,6802.95,13781.67,False,6802.95,2012-10-26,13,Seasonal baseline
4,34,2013-01-25,18841.28,29227.24,False,18841.28,2012-10-26,13,Seasonal baseline
4,35,2013-01-25,3453.43,3804.5,False,3453.43,2012-10-26,13,Seasonal baseline
4,36,2013-01-25,798.89,3298.92,False,798.89,2012-10-26,13,Seasonal baseline
4,37,2013-01-25,3757.73,3220.47,False,3757.73,2012-10-26,13,Seasonal baseline
4,38,2013-01-25,96083.23,78355.42,False,96083.23,2012-10-26,13,Seasonal baseline
4,40,2013-01-25,82450.27,82878.16,False,82450.27,2012-10-26,13,Seasonal baseline
4,41,2013-01-25,193.09,1709.26,False,193.09,2012-10-26,13,Seasonal baseline
4,42,2013-01-25,10700.26,10437.18,False,10700.26,2012-10-26,13,Seasonal baseline
4,44,2013-01-25,5094.56,7605.63,False,5094.56,2012-10-26,13,Seasonal baseline
4,45,2013-01-25,,10.47,True,10.47,2012-10-26,13,Seasonal baseline
4,46,2013-01-25,35262.88,33199.8,False,35262.88,2012-10-26,13,Seasonal baseline
4,48,2013-01-25,1392.03,3740.0,False,1392.03,2012-10-26,13,Seasonal baseline
4,49,2013-01-25,5411.98,6369.4,False,5411.98,2012-10-26,13,Seasonal baseline
4,52,2013-01-25,3414.53,3970.26,False,3414.53,2012-10-26,13,Seasonal baseline
4,54,2013-01-25,14.24,20.52,False,14.24,2012-10-26,13,Seasonal baseline
4,55,2013-01-25,13220.91,15844.67,False,13220.91,2012-10-26,13,Seasonal baseline
4,56,2013-01-25,988.73,567.52,False,988.73,2012-10-26,13,Seasonal baseline
4,58,2013-01-25,2900.0,5915.0,False,2900.0,2012-10-26,13,Seasonal baseline
4,59,2013-01-25,377.37,399.8,False,377.37,2012-10-26,13,Seasonal baseline
4,60,2013-01-25,367.0,414.0,False,367.0,2012-10-26,13,Seasonal baseline
4,67,2013-01-25,11298.56,10897.73,False,11298.56,2012-10-26,13,Seasonal baseline
4,71,2013-01-25,7085.74,6045.67,False,7085.74,2012-10-26,13,Seasonal baseline
4,72,2013-01-25,104920.47,90201.62,False,104920.47,2012-10-26,13,Seasonal baseline
4,74,2013-01-25,19049.16,17083.48,False,19049.16,2012-10-26,13,Seasonal baseline
4,79,2013-01-25,50912.17,55143.62,False,50912.17,2012-10-26,13,Seasonal baseline
4,80,2013-01-25,20347.41,18631.04,False,20347.41,2012-10-26,13,Seasonal baseline
4,81,2013-01-25,31474.61,32237.17,False,31474.61,2012-10-26,13,Seasonal baseline
4,82,2013-01-25,25648.89,31562.47,False,25648.89,2012-10-26,13,Seasonal baseline
4,83,2013-01-25,9474.99,8801.25,False,9474.99,2012-10-26,13,Seasonal baseline
4,85,2013-01-25,2384.55,1762.15,False,2384.55,2012-10-26,13,Seasonal baseline
4,87,2013-01-25,12485.48,16521.28,False,12485.48,2012-10-26,13,Seasonal baseline
4,90,2013-01-25,90760.66,94014.08,False,90760.66,2012-10-26,13,Seasonal baseline
4,91,2013-01-25,66880.28,64274.43,False,66880.28,2012-10-26,13,Seasonal baseline
4,92,2013-01-25,166185.52,164891.82,False,166185.52,2012-10-26,13,Seasonal baseline
4,93,2013-01-25,67717.01,72324.59,False,67717.01,2012-10-26,13,Seasonal baseline
4,94,2013-01-25,67861.2,76523.09,False,67861.2,2012-10-26,13,Seasonal baseline
4,95,2013-01-25,140563.26,145803.47,False,140563.26,2012-10-26,13,Seasonal baseline
4,96,2013-01-25,39022.29,48394.57,False,39022.29,2012-10-26,13,Seasonal baseline
4,97,2013-01-25,36706.35,40973.69,False,36706.35,2012-10-26,13,Seasonal baseline
4,98,2013-01-25,14121.77,19176.14,False,14121.77,2012-10-26,13,Seasonal baseline
5,1,2013-01-25,9485.99,12774.47,False,9485.99,2012-10-26,13,Seasonal baseline
5,2,2013-01-25,11466.29,11523.89,False,11466.29,2012-10-26,13,Seasonal baseline
5,3,2013-01-25,4069.05,3459.89,False,4069.05,2012-10-26,13,Seasonal baseline
5,4,2013-01-25,9608.85,10036.57,False,9608.85,2012-10-26,13,Seasonal baseline
5,5,2013-01-25,5706.24,6342.69,False,5706.24,2012-10-26,13,Seasonal baseline
5,6,2013-01-25,576.54,685.48,False,576.54,2012-10-26,13,Seasonal baseline
5,7,2013-01-25,4039.74,5418.2,False,4039.74,2012-10-26,13,Seasonal baseline
5,8,2013-01-25,12411.21,14511.19,False,12411.21,2012-10-26,13,Seasonal baseline
5,9,2013-01-25,5466.14,8775.95,False,5466.14,2012-10-26,13,Seasonal baseline
5,10,2013-01-25,7282.49,8693.19,False,7282.49,2012-10-26,13,Seasonal baseline
5,11,2013-01-25,6329.15,6741.12,False,6329.15,2012-10-26,13,Seasonal baseline
5,12,2013-01-25,2449.56,3260.71,False,2449.56,2012-10-26,13,Seasonal baseline
5,13,2013-01-25,10529.95,11306.03,False,10529.95,2012-10-26,13,Seasonal baseline
5,14,2013-01-25,3333.47,3111.77,False,3333.47,2012-10-26,13,Seasonal baseline
5,16,2013-01-25,3518.61,4832.89,False,3518.61,2012-10-26,13,Seasonal baseline
5,17,2013-01-25,1995.89,2207.36,False,1995.89,2012-10-26,13,Seasonal baseline
5,18,2013-01-25,675.73,3362.24,False,675.73,2012-10-26,13,Seasonal baseline
5,19,2013-01-25,17.0,32.88,False,17.0,2012-10-26,13,Seasonal baseline
5,20,2013-01-25,1236.3,789.34,False,1236.3,2012-10-26,13,Seasonal baseline
5,21,2013-01-25,1082.31,1398.88,False,1082.31,2012-10-26,13,Seasonal baseline
5,22,2013-01-25,1865.84,2591.63,False,1865.84,2012-10-26,13,Seasonal baseline
5,23,2013-01-25,4644.72,6042.15,False,4644.72,2012-10-26,13,Seasonal baseline
5,24,2013-01-25,915.75,1493.12,False,915.75,2012-10-26,13,Seasonal baseline
5,25,2013-01-25,2364.1,2483.26,False,2364.1,2012-10-26,13,Seasonal baseline
5,26,2013-01-25,1522.75,1397.08,False,1522.75,2012-10-26,13,Seasonal baseline
