Store,Dept,Target_Date,Prediction,Origin_Date,Horizon_Weeks,Method
3,22,2012-11-02,4313.8697976931135,2012-10-26,1,Core gradient boosting
3,23,2012-11-02,16128.565270512598,2012-10-26,1,Core gradient boosting
3,24,2012-11-02,2827.581259667126,2012-10-26,1,Core gradient boosting
3,25,2012-11-02,4900.878385780863,2012-10-26,1,Core gradient boosting
3,26,2012-11-02,2849.5868978703115,2012-10-26,1,Core gradient boosting
3,27,2012-11-02,445.72770861885016,2012-10-26,1,Core gradient boosting
3,28,2012-11-02,157.28483714696424,2012-10-26,1,Core gradient boosting
3,29,2012-11-02,1351.7068718594091,2012-10-26,1,Core gradient boosting
3,30,2012-11-02,1145.73912062809,2012-10-26,1,Core gradient boosting
3,31,2012-11-02,781.1217848984426,2012-10-26,1,Core gradient boosting
3,32,2012-11-02,4037.2586521757034,2012-10-26,1,Core gradient boosting
3,33,2012-11-02,3310.563129880956,2012-10-26,1,Core gradient boosting
3,34,2012-11-02,4232.027526906443,2012-10-26,1,Core gradient boosting
3,35,2012-11-02,574.0875265765789,2012-10-26,1,Core gradient boosting
3,36,2012-11-02,291.66625323393976,2012-10-26,1,Core gradient boosting
3,38,2012-11-02,98186.28532953508,2012-10-26,1,Core gradient boosting
3,40,2012-11-02,20101.992208469306,2012-10-26,1,Core gradient boosting
3,41,2012-11-02,624.6232658908079,2012-10-26,1,Core gradient boosting
3,42,2012-11-02,5118.61471711561,2012-10-26,1,Core gradient boosting
3,44,2012-11-02,2777.684095043659,2012-10-26,1,Core gradient boosting
3,46,2012-11-02,6082.576816615037,2012-10-26,1,Core gradient boosting
3,49,2012-11-02,157.28483714696424,2012-10-26,1,Core gradient boosting
3,52,2012-11-02,1145.73912062809,2012-10-26,1,Core gradient boosting
3,54,2012-11-02,157.28483714696424,2012-10-26,1,Core gradient boosting
3,55,2012-11-02,6872.264405891529,2012-10-26,1,Core gradient boosting
3,56,2012-11-02,408.4205417136128,2012-10-26,1,Core gradient boosting
3,59,2012-11-02,177.8171473167751,2012-10-26,1,Core gradient boosting
3,60,2012-11-02,157.28483714696424,2012-10-26,1,Core gradient boosting
3,67,2012-11-02,1935.5028552264594,2012-10-26,1,Core gradient boosting
3,71,2012-11-02,1014.3773941708478,2012-10-26,1,Core gradient boosting
3,72,2012-11-02,30460.128758885945,2012-10-26,1,Core gradient boosting
3,74,2012-11-02,3322.3736120976014,2012-10-26,1,Core gradient boosting
3,79,2012-11-02,7196.079963278156,2012-10-26,1,Core gradient boosting
3,81,2012-11-02,1919.182310675874,2012-10-26,1,Core gradient boosting
3,82,2012-11-02,8548.34583022923,2012-10-26,1,Core gradient boosting
3,85,2012-11-02,445.72770861885016,2012-10-26,1,Core gradient boosting
3,87,2012-11-02,1372.583689546963,2012-10-26,1,Core gradient boosting
3,90,2012-11-02,2119.677374819696,2012-10-26,1,Core gradient boosting
3,91,2012-11-02,454.68550975628125,2012-10-26,1,Core gradient boosting
3,92,2012-11-02,11567.212090189458,2012-10-26,1,Core gradient boosting
3,94,2012-11-02,277.2898997572057,2012-10-26,1,Core gradient boosting
3,95,2012-11-02,17334.46075940267,2012-10-26,1,Core gradient boosting
3,96,2012-11-02,4372.310723974543,2012-10-26,1,Core gradient boosting
3,97,2012-11-02,560.7393072946609,2012-10-26,1,Core gradient boosting
4,1,2012-11-02,71920.0977579629,2012-10-26,1,Core gradient boosting
4,2,2012-11-02,98861.29615890175,2012-10-26,1,Core gradient boosting
4,3,2012-11-02,13240.294789582165,2012-10-26,1,Core gradient boosting
4,4,2012-11-02,61487.269262157715,2012-10-26,1,Core gradient boosting
4,5,2012-11-02,48342.61060590118,2012-10-26,1,Core gradient boosting
4,6,2012-11-02,7238.196078398118,2012-10-26,1,Core gradient boosting
4,7,2012-11-02,55221.10780048469,2012-10-26,1,Core gradient boosting
4,8,2012-11-02,63453.61004215497,2012-10-26,1,Core gradient boosting
4,9,2012-11-02,38541.30436404447,2012-10-26,1,Core gradient boosting
4,10,2012-11-02,40073.45449306245,2012-10-26,1,Core gradient boosting
4,11,2012-11-02,26878.56595791626,2012-10-26,1,Core gradient boosting
4,12,2012-11-02,8424.971809738714,2012-10-26,1,Core gradient boosting
4,13,2012-11-02,77384.00618644133,2012-10-26,1,Core gradient boosting
4,14,2012-11-02,31209.00035848448,2012-10-26,1,Core gradient boosting
4,16,2012-11-02,6640.173272794631,2012-10-26,1,Core gradient boosting
4,17,2012-11-02,15338.731515079431,2012-10-26,1,Core gradient boosting
4,18,2012-11-02,32399.751300293945,2012-10-26,1,Core gradient boosting
4,19,2012-11-02,2928.143186754793,2012-10-26,1,Core gradient boosting
4,20,2012-11-02,8612.717284369664,2012-10-26,1,Core gradient boosting
4,21,2012-11-02,7649.11001070815,2012-10-26,1,Core gradient boosting
4,22,2012-11-02,19496.18248224759,2012-10-26,1,Core gradient boosting
4,23,2012-11-02,52865.76362262915,2012-10-26,1,Core gradient boosting
4,24,2012-11-02,12153.037958134692,2012-10-26,1,Core gradient boosting
4,25,2012-11-02,15719.473983776961,2012-10-26,1,Core gradient boosting
4,26,2012-11-02,23787.489331430803,2012-10-26,1,Core gradient boosting
4,27,2012-11-02,3090.5519949768204,2012-10-26,1,Core gradient boosting
4,28,2012-11-02,1159.178249804111,2012-10-26,1,Core gradient boosting
4,29,2012-11-02,10246.5729713823,2012-10-26,1,Core gradient boosting
4,30,2012-11-02,5798.4353008103135,2012-10-26,1,Core gradient boosting
4,31,2012-11-02,3466.51294793882,2012-10-26,1,Core gradient boosting
4,32,2012-11-02,11877.023124245381,2012-10-26,1,Core gradient boosting
4,33,2012-11-02,13590.311409080896,2012-10-26,1,Core gradient boosting
4,34,2012-11-02,28208.19562967658,2012-10-26,1,Core gradient boosting
4,35,2012-11-02,3696.609911019732,2012-10-26,1,Core gradient boosting
4,36,2012-11-02,2574.303563565893,2012-10-26,1,Core gradient boosting
4,37,2012-11-02,3134.786217756048,2012-10-26,1,Core gradient boosting
4,38,2012-11-02,79462.08494107786,2012-10-26,1,Core gradient boosting
4,40,2012-11-02,83056.306949022,2012-10-26,1,Core gradient boosting
4,41,2012-11-02,2245.61535983342,2012-10-26,1,Core gradient boosting
4,42,2012-11-02,10679.319517124442,2012-10-26,1,Core gradient boosting
4,44,2012-11-02,7415.287900308759,2012-10-26,1,Core gradient boosting
4,45,2012-11-02,372.0773614470436,2012-10-26,1,Core gradient boosting
4,46,2012-11-02,36039.71256049154,2012-10-26,1,Core gradient boosting
4,48,2012-11-02,3666.976654648637,2012-10-26,1,Core gradient boosting
4,49,2012-11-02,6487.025753775182,2012-10-26,1,Core gradient boosting
4,52,2012-11-02,3466.51294793882,2012-10-26,1,Core gradient boosting
4,54,2012-11-02,304.36598055918284,2012-10-26,1,Core gradient boosting
4,55,2012-11-02,16393.56609613811,2012-10-26,1,Core gradient boosting
4,56,2012-11-02,936.8984055779966,2012-10-26,1,Core gradient boosting
4,58,2012-11-02,4081.3756896541768,2012-10-26,1,Core gradient boosting
4,59,2012-11-02,570.6965204903089,2012-10-26,1,Core gradient boosting
4,60,2012-11-02,450.50848296683915,2012-10-26,1,Core gradient boosting
4,67,2012-11-02,11471.303472395459,2012-10-26,1,Core gradient boosting
4,71,2012-11-02,6598.639206325486,2012-10-26,1,Core gradient boosting
4,72,2012-11-02,115661.81114951371,2012-10-26,1,Core gradient boosting
4,74,2012-11-02,18666.79569788944,2012-10-26,1,Core gradient boosting
4,79,2012-11-02,54661.26218908064,2012-10-26,1,Core gradient boosting
4,80,2012-11-02,19727.898146918735,2012-10-26,1,Core gradient boosting
4,81,2012-11-02,32347.090939312602,2012-10-26,1,Core gradient boosting
4,82,2012-11-02,34223.80844725166,2012-10-26,1,Core gradient boosting
4,83,2012-11-02,8584.671164952348,2012-10-26,1,Core gradient boosting
4,85,2012-11-02,1996.3780748395134,2012-10-26,1,Core gradient boosting
4,87,2012-11-02,16421.877089441135,2012-10-26,1,Core gradient boosting
4,90,2012-11-02,102155.00993176355,2012-10-26,1,Core gradient boosting
4,91,2012-11-02,69484.46430586276,2012-10-26,1,Core gradient boosting
4,92,2012-11-02,176032.37503838685,2012-10-26,1,Core gradient boosting
4,93,2012-11-02,78692.79169608357,2012-10-26,1,Core gradient boosting
4,94,2012-11-02,73086.34022790492,2012-10-26,1,Core gradient boosting
4,95,2012-11-02,149612.1746301151,2012-10-26,1,Core gradient boosting
4,96,2012-11-02,46184.23163230441,2012-10-26,1,Core gradient boosting
4,97,2012-11-02,42220.25455942355,2012-10-26,1,Core gradient boosting
4,98,2012-11-02,18372.93727475344,2012-10-26,1,Core gradient boosting
5,1,2012-11-02,13127.803543369086,2012-10-26,1,Core gradient boosting
5,2,2012-11-02,11919.054098634804,2012-10-26,1,Core gradient boosting
5,3,2012-11-02,3776.7272412146062,2012-10-26,1,Core gradient boosting
5,4,2012-11-02,10274.398214136116,2012-10-26,1,Core gradient boosting
5,5,2012-11-02,6579.990059825966,2012-10-26,1,Core gradient boosting
5,6,2012-11-02,546.6860282486484,2012-10-26,1,Core gradient boosting
5,7,2012-11-02,5854.062188917392,2012-10-26,1,Core gradient boosting
5,8,2012-11-02,14628.662916068124,2012-10-26,1,Core gradient boosting
5,9,2012-11-02,10022.921634236398,2012-10-26,1,Core gradient boosting
5,10,2012-11-02,9050.263663580981,2012-10-26,1,Core gradient boosting
5,11,2012-11-02,7061.966769491757,2012-10-26,1,Core gradient boosting
5,12,2012-11-02,2781.062043342575,2012-10-26,1,Core gradient boosting
5,13,2012-11-02,11390.404178364113,2012-10-26,1,Core gradient boosting
5,14,2012-11-02,3303.328833447506,2012-10-26,1,Core gradient boosting
5,16,2012-11-02,4904.730106998922,2012-10-26,1,Core gradient boosting
5,17,2012-11-02,2597.4086682753805,2012-10-26,1,Core gradient boosting
5,18,2012-11-02,2553.3464083412528,2012-10-26,1,Core gradient boosting
5,19,2012-11-02,219.04874936702618,2012-10-26,1,Core gradient boosting
5,20,2012-11-02,1104.853681471051,2012-10-26,1,Core gradient boosting
5,21,2012-11-02,1269.4787022767161,2012-10-26,1,Core gradient boosting
5,22,2012-11-02,2601.0100822188756,2012-10-26,1,Core gradient boosting
5,23,2012-11-02,6341.956820484556,2012-10-26,1,Core gradient boosting
5,24,2012-11-02,1351.7068718594091,2012-10-26,1,Core gradient boosting
5,25,2012-11-02,2854.172329544682,2012-10-26,1,Core gradient boosting
5,26,2012-11-02,1536.3751144546636,2012-10-26,1,Core gradient boosting
5,27,2012-11-02,460.7191230676296,2012-10-26,1,Core gradient boosting
5,28,2012-11-02,197.30175863886262,2012-10-26,1,Core gradient boosting
5,29,2012-11-02,1040.2862759265859,2012-10-26,1,Core gradient boosting
5,30,2012-11-02,624.6232658908079,2012-10-26,1,Core gradient boosting
5,31,2012-11-02,624.6232658908079,2012-10-26,1,Core gradient boosting
5,32,2012-11-02,2465.1816842139515,2012-10-26,1,Core gradient boosting
5,33,2012-11-02,1484.2223800561287,2012-10-26,1,Core gradient boosting
5,34,2012-11-02,3187.4062070009745,2012-10-26,1,Core gradient boosting
5,35,2012-11-02,399.2084922942991,2012-10-26,1,Core gradient boosting
5,36,2012-11-02,255.42965973261556,2012-10-26,1,Core gradient boosting
5,38,2012-11-02,64121.4090958129,2012-10-26,1,Core gradient boosting
5,40,2012-11-02,19951.60128491847,2012-10-26,1,Core gradient boosting
5,41,2012-11-02,1437.7031637315777,2012-10-26,1,Core gradient boosting
5,42,2012-11-02,2781.062043342575,2012-10-26,1,Core gradient boosting
5,44,2012-11-02,1562.3620206094038,2012-10-26,1,Core gradient boosting
5,46,2012-11-02,4340.735674819193,2012-10-26,1,Core gradient boosting
5,52,2012-11-02,341.65921000299954,2012-10-26,1,Core gradient boosting
5,55,2012-11-02,3488.647151820768,2012-10-26,1,Core gradient boosting
5,56,2012-11-02,612.590136257577,2012-10-26,1,Core gradient boosting
5,58,2012-11-02,2201.1252130380235,2012-10-26,1,Core gradient boosting
5,60,2012-11-02,188.1856832293228,2012-10-26,1,Core gradient boosting
5,67,2012-11-02,2777.684095043659,2012-10-26,1,Core gradient boosting
5,71,2012-11-02,356.650624451779,2012-10-26,1,Core gradient boosting
5,72,2012-11-02,12976.760683910052,2012-10-26,1,Core gradient boosting
5,74,2012-11-02,3092.5450509341276,2012-10-26,1,Core gradient boosting
5,79,2012-11-02,5283.541485322198,2012-10-26,1,Core gradient boosting
5,81,2012-11-02,3056.7101036321224,2012-10-26,1,Core gradient boosting
5,82,2012-11-02,4582.319033918809,2012-10-26,1,Core gradient boosting
5,85,2012-11-02,546.6860282486484,2012-10-26,1,Core gradient boosting
5,87,2012-11-02,10413.857085060103,2012-10-26,1,Core gradient boosting
5,90,2012-11-02,3751.232580280831,2012-10-26,1,Core gradient boosting
5,91,2012-11-02,1530.1191289160463,2012-10-26,1,Core gradient boosting
5,92,2012-11-02,10923.862526808482,2012-10-26,1,Core gradient boosting
5,94,2012-11-02,296.58206107036256,2012-10-26,1,Core gradient boosting
5,95,2012-11-02,19909.081645724866,2012-10-26,1,Core gradient boosting
5,96,2012-11-02,8122.96852140969,2012-10-26,1,Core gradient boosting
5,97,2012-11-02,685.1957612613714,2012-10-26,1,Core gradient boosting
6,1,2012-11-02,37598.27124641743,2012-10-26,1,Core gradient boosting
6,2,2012-11-02,49383.12867626039,2012-10-26,1,Core gradient boosting
6,3,2012-11-02,11338.086010939467,2012-10-26,1,Core gradient boosting
6,4,2012-11-02,33261.79827276754,2012-10-26,1,Core gradient boosting
6,5,2012-11-02,32005.807031696237,2012-10-26,1,Core gradient boosting
6,6,2012-11-02,5084.145905661778,2012-10-26,1,Core gradient boosting
6,7,2012-11-02,29020.46486191496,2012-10-26,1,Core gradient boosting
6,8,2012-11-02,49292.08930156782,2012-10-26,1,Core gradient boosting
6,9,2012-11-02,53508.834351036625,2012-10-26,1,Core gradient boosting
6,10,2012-11-02,44353.68740649451,2012-10-26,1,Core gradient boosting
6,11,2012-11-02,19490.03874472586,2012-10-26,1,Core gradient boosting
6,12,2012-11-02,6028.9096035314415,2012-10-26,1,Core gradient boosting
6,13,2012-11-02,37062.822561333254,2012-10-26,1,Core gradient boosting
6,14,2012-11-02,22297.537026530415,2012-10-26,1,Core gradient boosting
6,16,2012-11-02,8890.257551004275,2012-10-26,1,Core gradient boosting
6,17,2012-11-02,13417.162540698564,2012-10-26,1,Core gradient boosting
6,18,2012-11-02,25370.83720522766,2012-10-26,1,Core gradient boosting
6,19,2012-11-02,2889.3609530404324,2012-10-26,1,Core gradient boosting
6,20,2012-11-02,6620.530645681312,2012-10-26,1,Core gradient boosting
6,21,2012-11-02,7411.138198587098,2012-10-26,1,Core gradient boosting
6,22,2012-11-02,17075.746919708985,2012-10-26,1,Core gradient boosting
6,23,2012-11-02,29627.471551317594,2012-10-26,1,Core gradient boosting
6,24,2012-11-02,5397.574310261437,2012-10-26,1,Core gradient boosting
6,25,2012-11-02,11371.96793681251,2012-10-26,1,Core gradient boosting
6,26,2012-11-02,10134.777671934207,2012-10-26,1,Core gradient boosting
6,27,2012-11-02,1710.4447639623986,2012-10-26,1,Core gradient boosting
6,28,2012-11-02,668.4413088295476,2012-10-26,1,Core gradient boosting
6,29,2012-11-02,5793.160620962462,2012-10-26,1,Core gradient boosting
6,30,2012-11-02,4395.5776375134155,2012-10-26,1,Core gradient boosting
6,31,2012-11-02,3019.5157495406643,2012-10-26,1,Core gradient boosting
6,32,2012-11-02,6573.408112407771,2012-10-26,1,Core gradient boosting
6,33,2012-11-02,6903.968542595419,2012-10-26,1,Core gradient boosting
6,34,2012-11-02,16165.679465850142,2012-10-26,1,Core gradient boosting
