From_Dept,To_Dept,Eligible_Weeks,Joint_Events,Support,Confidence,Lift
90,91,2700,202,0.07481481481481482,0.4821002386634845,4.551295959410518
91,90,2700,202,0.07481481481481482,0.7062937062937062,4.551295959410518
90,95,2700,120,0.044444444444444446,0.2863961813842482,4.548645233749825
95,90,2700,120,0.044444444444444446,0.7058823529411765,4.548645233749825
4,92,2700,34,0.012592592592592593,0.6296296296296297,4.485488126649077
92,4,2700,34,0.012592592592592593,0.08970976253298153,4.485488126649076
93,91,2452,117,0.047716150081566065,0.3,4.404790419161677
91,93,2452,117,0.047716150081566065,0.7005988023952096,4.404790419161676
8,3,2700,37,0.013703703703703704,0.5285714285714286,4.404761904761905
3,8,2700,37,0.013703703703703704,0.11419753086419752,4.404761904761904
4,91,2700,25,0.009259259259259259,0.46296296296296297,4.370629370629371
91,4,2700,25,0.009259259259259259,0.08741258741258741,4.37062937062937
83,91,2449,106,0.04328297264189465,0.29608938547486036,4.368210271252608
91,83,2449,106,0.04328297264189465,0.6385542168674698,4.368210271252608
90,93,2452,184,0.07504078303425775,0.6917293233082706,4.3490264121843065
93,90,2452,184,0.07504078303425775,0.4717948717948718,4.3490264121843065
94,98,1974,148,0.07497467071935157,0.6271186440677966,4.2540625546042286
98,94,1974,148,0.07497467071935157,0.5085910652920962,4.2540625546042286
94,97,2072,82,0.03957528957528957,0.2789115646258503,4.187715665976535
97,94,2072,82,0.03957528957528957,0.5942028985507246,4.187715665976535
81,91,2700,108,0.04,0.43902439024390244,4.144635851952925
91,81,2700,108,0.04,0.3776223776223776,4.144635851952925
90,92,2700,243,0.09,0.5799522673031027,4.13158607313556
92,90,2700,243,0.09,0.6411609498680739,4.13158607313556
93,95,2452,60,0.024469820554649267,0.15384615384615385,4.1003344481605355
95,93,2452,60,0.024469820554649267,0.6521739130434783,4.100334448160535
92,81,2700,141,0.052222222222222225,0.3720316622691293,4.083274341978249
81,92,2700,141,0.052222222222222225,0.573170731707317,4.083274341978248
93,92,2452,148,0.06035889070146819,0.37948717948717947,4.028149628149628
92,93,2452,148,0.06035889070146819,0.6406926406926406,4.028149628149627
80,94,1985,163,0.08211586901763224,0.4851190476190476,3.9144768679829656
94,80,1985,163,0.08211586901763224,0.6626016260162602,3.914476867982965
2,74,2692,26,0.009658246656760773,0.40625,3.8919039145907472
74,2,2692,26,0.009658246656760773,0.09252669039145907,3.8919039145907472
4,97,2618,25,0.009549274255156608,0.46296296296296297,3.8847340930674266
97,4,2618,25,0.009549274255156608,0.08012820512820513,3.8847340930674266
94,91,2093,74,0.035355948399426664,0.24262295081967214,3.7896256422804018
91,94,2093,74,0.035355948399426664,0.5522388059701493,3.7896256422804013
4,90,2700,31,0.011481481481481481,0.5740740740740741,3.6992840095465396
90,4,2700,31,0.011481481481481481,0.07398568019093078,3.699284009546539
95,83,2449,49,0.02000816659861168,0.532608695652174,3.6434600437211566
83,95,2449,49,0.02000816659861168,0.13687150837988826,3.643460043721156
81,94,2093,62,0.029622551361681796,0.5299145299145299,3.6364298724954462
94,81,2093,62,0.029622551361681796,0.20327868852459016,3.6364298724954462
46,95,2700,37,0.013703703703703704,0.22699386503067484,3.605196679898954
95,46,2700,37,0.013703703703703704,0.21764705882352942,3.6051966798989534
2,20,2426,30,0.01236603462489695,0.5357142857142857,3.5802833530106257
20,2,2426,30,0.01236603462489695,0.08264462809917356,3.5802833530106257
92,94,2093,91,0.043478260869565216,0.5170454545454546,3.5481184798807752
94,92,2093,91,0.043478260869565216,0.2983606557377049,3.5481184798807752
94,90,2093,108,0.051600573339703776,0.3540983606557377,3.5291803278688523
90,94,2093,108,0.051600573339703776,0.5142857142857142,3.529180327868852
2,23,2291,26,0.011348756001745963,0.49056603773584906,3.5231560891938254
23,2,2291,26,0.011348756001745963,0.08150470219435736,3.523156089193825
20,40,2426,20,0.008244023083264633,0.05509641873278237,3.5174713643613167
40,20,2426,20,0.008244023083264633,0.5263157894736842,3.5174713643613167
81,90,2700,134,0.04962962962962963,0.5447154471544715,3.510099540136213
90,81,2700,134,0.04962962962962963,0.3198090692124105,3.5100995401362125
4,93,2452,26,0.010603588907014683,0.5531914893617021,3.478014184397163
93,4,2452,26,0.010603588907014683,0.06666666666666667,3.478014184397163
74,8,2692,25,0.009286775631500743,0.08896797153024912,3.4710402805714584
8,74,2692,25,0.009286775631500743,0.36231884057971014,3.471040280571458
38,40,2700,23,0.008518518518518519,0.04883227176220807,3.3806957373836357
40,38,2700,23,0.008518518518518519,0.5897435897435898,3.3806957373836353
21,14,2700,43,0.015925925925925927,0.2388888888888889,3.3247422680412373
14,21,2700,43,0.015925925925925927,0.22164948453608246,3.324742268041237
94,93,2027,108,0.053280710409472125,0.40148698884758366,3.3216903118124574
93,94,2027,108,0.053280710409472125,0.44081632653061226,3.321690311812457
90,83,2449,127,0.0518579011841568,0.4828897338403042,3.3033434585891204
83,90,2449,127,0.0518579011841568,0.3547486033519553,3.30334345858912
23,34,2221,146,0.06573615488518686,0.512280701754386,3.2978998220188154
34,23,2221,146,0.06573615488518686,0.42318840579710143,3.2978998220188154
94,95,2093,35,0.016722408026755852,0.11475409836065574,3.290141477655513
95,94,2093,35,0.016722408026755852,0.4794520547945205,3.2901414776555127
1,8,2700,48,0.017777777777777778,0.0852575488454707,3.2885054554681554
8,1,2700,48,0.017777777777777778,0.6857142857142857,3.2885054554681554
92,83,2449,110,0.044916292364230295,0.48034934497816595,3.285965211875778
83,92,2449,110,0.044916292364230295,0.30726256983240224,3.2859652118757774
93,81,2452,81,0.03303425774877651,0.2076923076923077,3.285558312655087
81,93,2452,81,0.03303425774877651,0.5225806451612903,3.2855583126550867
21,23,2291,73,0.031863814927979045,0.45625,3.2767045454545456
23,21,2291,73,0.031863814927979045,0.22884012539184953,3.276704545454545
38,8,2700,40,0.014814814814814815,0.08492569002123142,3.275705186533212
8,38,2700,40,0.014814814814814815,0.5714285714285714,3.2757051865332114
80,91,2356,132,0.05602716468590832,0.22956521739130434,3.200329302804219
91,80,2356,132,0.05602716468590832,0.7810650887573964,3.200329302804219
26,8,2353,26,0.011049723756906077,0.07738095238095238,3.1943400167084377
8,26,2353,26,0.011049723756906077,0.45614035087719296,3.1943400167084373
10,37,1080,57,0.05277777777777778,0.3904109589041096,3.1702544031311155
37,10,1080,57,0.05277777777777778,0.42857142857142855,3.170254403131115
4,67,2700,20,0.007407407407407408,0.37037037037037035,3.1545741324921135
67,4,2700,20,0.007407407407407408,0.06309148264984227,3.1545741324921135
93,96,1718,123,0.07159487776484284,0.5565610859728507,3.13498998590609
96,93,1718,123,0.07159487776484284,0.40327868852459015,3.1349899859060897
83,93,2449,176,0.07186606778276848,0.49162011173184356,3.1110533685562918
93,83,2449,176,0.07186606778276848,0.45478036175710596,3.1110533685562918
21,33,2225,70,0.03146067415730337,0.44871794871794873,3.1102723859733206
33,21,2225,70,0.03146067415730337,0.21806853582554517,3.11027238597332
14,22,2226,55,0.024707996406109614,0.40145985401459855,3.102950121654501
22,14,2226,55,0.024707996406109614,0.1909722222222222,3.102950121654501
2,91,2700,21,0.0077777777777777776,0.328125,3.0976835664335667
91,2,2700,21,0.0077777777777777776,0.07342657342657342,3.0976835664335667
23,24,2220,164,0.07387387387387387,0.5754385964912281,3.0856852275616578
24,23,2220,164,0.07387387387387387,0.3961352657004831,3.0856852275616578
1,40,2700,25,0.009259259259259259,0.04440497335701599,3.07419046317803
40,1,2700,25,0.009259259259259259,0.6410256410256411,3.07419046317803
24,33,2220,182,0.08198198198198198,0.4396135265700483,3.0690000911493938
33,24,2220,182,0.08198198198198198,0.5723270440251572,3.0690000911493938
74,79,2692,31,0.011515601783060922,0.1103202846975089,3.061672230986536
79,74,2692,31,0.011515601783060922,0.31958762886597936,3.0616722309865354
33,26,2220,122,0.054954954954954956,0.3836477987421384,3.0526814093460475
26,33,2220,122,0.054954954954954956,0.43727598566308246,3.052681409346047
21,67,2700,64,0.023703703703703703,0.35555555555555557,3.0283911671924293
67,21,2700,64,0.023703703703703703,0.20189274447949526,3.028391167192429
23,25,2290,172,0.07510917030567686,0.5408805031446541,3.013665090514009
25,23,2290,172,0.07510917030567686,0.41849148418491483,3.013665090514009
8,20,2426,27,0.011129431162407255,0.45,3.007438016528926
20,8,2426,27,0.011129431162407255,0.0743801652892562,3.007438016528926
21,95,2700,34,0.012592592592592593,0.18888888888888888,3.0
95,21,2700,34,0.012592592592592593,0.2,3.0
74,14,2692,60,0.022288261515601784,0.21352313167259787,2.9782604687183083
14,74,2692,60,0.022288261515601784,0.31088082901554404,2.978260468718308
23,26,2226,109,0.048966756513926325,0.3758620689655172,2.977469628175236
26,23,2226,109,0.048966756513926325,0.3879003558718861,2.977469628175236
14,17,2696,38,0.014094955489614243,0.1958762886597938,2.9667554731842927
17,14,2696,38,0.014094955489614243,0.21348314606741572,2.9667554731842927
46,90,2700,75,0.027777777777777776,0.4601226993865031,2.9649911416314043
90,46,2700,75,0.027777777777777776,0.17899761336515513,2.964991141631404
24,26,2220,154,0.06936936936936937,0.3719806763285024,2.959846241753675
26,24,2220,154,0.06936936936936937,0.5519713261648745,2.959846241753675
80,97,2356,144,0.06112054329371817,0.25043478260869567,2.9501217391304353
97,80,2356,144,0.06112054329371817,0.72,2.950121739130435
96,97,1881,139,0.07389686337054759,0.36675461741424803,2.9481428861376093
97,96,1881,139,0.07389686337054759,0.594017094017094,2.948142886137609
46,97,2618,52,0.019862490450725745,0.348993288590604,2.9284116331096195
97,46,2618,52,0.019862490450725745,0.16666666666666666,2.9284116331096195
4,83,2449,20,0.008166598611678236,0.425531914893617,2.910971116129799
83,4,2449,20,0.008166598611678236,0.055865921787709494,2.910971116129799
26,79,2353,32,0.013599660008499787,0.09523809523809523,2.9103277674706245
79,26,2353,32,0.013599660008499787,0.4155844155844156,2.9103277674706245
21,26,2353,66,0.02804929876753081,0.41509433962264153,2.906895777178796
26,21,2353,66,0.02804929876753081,0.19642857142857142,2.906895777178796
81,46,2700,43,0.015925925925925927,0.17479674796747968,2.8954062546760437
46,81,2700,43,0.015925925925925927,0.26380368098159507,2.8954062546760433
96,91,1960,129,0.06581632653061224,0.3154034229828851,2.875305623471883
91,96,1960,129,0.06581632653061224,0.6,2.8753056234718826
59,72,2411,24,0.009954375777685608,0.4897959183673469,2.8662571824846443
72,59,2411,24,0.009954375777685608,0.05825242718446602,2.8662571824846443
81,21,2700,47,0.017407407407407406,0.1910569105691057,2.8658536585365857
21,81,2700,47,0.017407407407407406,0.2611111111111111,2.8658536585365852
23,95,2291,65,0.028371890004364905,0.20376175548589343,2.8639152258784164
95,23,2291,65,0.028371890004364905,0.3987730061349693,2.863915225878416
23,33,2224,118,0.053057553956834536,0.4125874125874126,2.8585495501383353
33,23,2224,118,0.053057553956834536,0.367601246105919,2.858549550138335
4,26,2353,20,0.008499787505312367,0.40816326530612246,2.858357628765792
26,4,2353,20,0.008499787505312367,0.05952380952380952,2.8583576287657917
81,83,2449,62,0.02531645569620253,0.40789473684210525,2.7903190238165245
83,81,2449,62,0.02531645569620253,0.17318435754189945,2.7903190238165245
2,92,2700,25,0.009259259259259259,0.390625,2.782816622691293
92,2,2700,25,0.009259259259259259,0.06596306068601583,2.782816622691293
94,96,1630,60,0.03680981595092025,0.46153846153846156,2.776043145046835
96,94,1630,60,0.03680981595092025,0.22140221402214022,2.776043145046835
2,26,2353,21,0.008924776880577986,0.39622641509433965,2.7747641509433962
26,2,2353,21,0.008924776880577986,0.0625,2.7747641509433962
80,98,2187,257,0.11751257430269776,0.5526881720430108,2.772314294169873
98,80,2187,257,0.11751257430269776,0.5894495412844036,2.772314294169872
1,21,2700,104,0.03851851851851852,0.1847246891651865,2.7708703374777977
21,1,2700,104,0.03851851851851852,0.5777777777777777,2.770870337477797
1,67,2700,183,0.06777777777777778,0.325044404973357,2.768517013968656
67,1,2700,183,0.06777777777777778,0.5772870662460567,2.7685170139686557
14,23,2291,57,0.024879965080750764,0.38513513513513514,2.7659705159705164
23,14,2291,57,0.024879965080750764,0.1786833855799373,2.765970515970516
10,23,2291,124,0.054124836316019206,0.38509316770186336,2.7656691134952007
23,10,2291,124,0.054124836316019206,0.3887147335423197,2.7656691134952007
59,74,2520,20,0.007936507936507936,0.2631578947368421,2.763157894736842
74,59,2520,20,0.007936507936507936,0.08333333333333333,2.763157894736842
17,95,2696,31,0.011498516320474777,0.17415730337078653,2.7619299405155324
95,17,2696,31,0.011498516320474777,0.18235294117647058,2.761929940515532
30,74,2220,46,0.02072072072072072,0.1862348178137652,2.756275303643725
74,30,2220,46,0.02072072072072072,0.30666666666666664,2.7562753036437244
17,23,2291,48,0.020951549541684853,0.38095238095238093,2.735930735930736
23,17,2291,48,0.020951549541684853,0.15047021943573669,2.735930735930736
46,91,2700,47,0.017407407407407406,0.2883435582822086,2.7221245012656055
91,46,2700,47,0.017407407407407406,0.16433566433566432,2.722124501265605
21,97,2618,53,0.02024446142093201,0.3212121212121212,2.6952991452991455
97,21,2618,53,0.02024446142093201,0.16987179487179488,2.6952991452991455
8,9,2640,34,0.012878787878787878,0.6296296296296297,2.689679971233369
9,8,2640,34,0.012878787878787878,0.05501618122977346,2.689679971233369
96,83,1716,108,0.06293706293706294,0.35526315789473684,2.6738227146814406
83,96,1716,108,0.06293706293706294,0.47368421052631576,2.67382271468144
33,34,2221,132,0.05943268797838811,0.41379310344827586,2.663868065967016
34,33,2221,132,0.05943268797838811,0.3826086956521739,2.663868065967016
40,42,2669,23,0.008617459722742601,0.6052631578947368,2.661363045174716
42,40,2669,23,0.008617459722742601,0.03789126853377265,2.6613630451747157
3,20,2426,109,0.04492992580379225,0.3978102189781022,2.658643502040981
20,3,2426,109,0.04492992580379225,0.3002754820936639,2.6586435020409804
67,95,2700,53,0.01962962962962963,0.167192429022082,2.6554091668213027
95,67,2700,53,0.01962962962962963,0.31176470588235294,2.6554091668213027
21,92,2700,67,0.024814814814814814,0.37222222222222223,2.6517150395778364
92,21,2700,67,0.024814814814814814,0.17678100263852242,2.6517150395778364
12,59,2513,34,0.013529645841623557,0.07589285714285714,2.6488715277777777
59,12,2513,34,0.013529645841623557,0.4722222222222222,2.6488715277777777
96,95,1960,80,0.04081632653061224,0.19559902200489,2.6079869600652
95,96,1960,80,0.04081632653061224,0.54421768707483,2.6079869600651997
80,95,2356,56,0.023769100169779286,0.09739130434782609,2.607430830039526
95,80,2356,56,0.023769100169779286,0.6363636363636364,2.6074308300395255
7,8,2700,35,0.012962962962962963,0.0671785028790787,2.591170825335893
8,7,2700,35,0.012962962962962963,0.5,2.5911708253358925
2,42,2669,37,0.013862869988759834,0.5873015873015873,2.582385397871395
42,2,2669,37,0.013862869988759834,0.060955518945634266,2.5823853978713944
2,25,2649,29,0.010947527368818422,0.5,2.58187134502924
25,2,2649,29,0.010947527368818422,0.056530214424951264,2.5818713450292394
46,23,2291,51,0.022261021388040158,0.3591549295774648,2.5793854033290655
23,46,2291,51,0.022261021388040158,0.15987460815047022,2.579385403329065
21,24,2221,75,0.03376857271499325,0.4807692307692308,2.579199182460052
24,21,2221,75,0.03376857271499325,0.18115942028985507,2.579199182460052
96,4,1960,23,0.01173469387755102,0.05623471882640587,2.563256951157105
4,96,1960,23,0.01173469387755102,0.5348837209302325,2.5632569511571046
92,80,2356,137,0.058149405772495756,0.6255707762557078,2.5632082588842566
80,92,2356,137,0.058149405772495756,0.2382608695652174,2.563208258884256
34,46,2222,54,0.024302430243024302,0.1565217391304348,2.557289002557545
46,34,2222,54,0.024302430243024302,0.39705882352941174,2.5572890025575443
85,2,2515,23,0.009145129224652087,0.05778894472361809,2.5498104557877106
2,85,2515,23,0.009145129224652087,0.40350877192982454,2.54981045578771
80,96,1737,129,0.07426597582037997,0.46236559139784944,2.549615975422427
96,80,1737,129,0.07426597582037997,0.4095238095238095,2.549615975422427
1,2,2700,34,0.012592592592592593,0.06039076376554174,2.547735346358792
2,1,2700,34,0.012592592592592593,0.53125,2.547735346358792
14,95,2700,31,0.011481481481481481,0.15979381443298968,2.537901758641601
95,14,2700,31,0.011481481481481481,0.18235294117647058,2.537901758641601
97,98,2294,98,0.042720139494333044,0.550561797752809,2.5259775280898875
98,97,2294,98,0.042720139494333044,0.196,2.5259775280898875
80,81,2356,81,0.03438030560271647,0.1408695652173913,2.514308300395257
81,80,2356,81,0.03438030560271647,0.6136363636363636,2.514308300395257
26,34,2221,109,0.04907699234579019,0.3892857142857143,2.5133824750830565
34,26,2221,109,0.04907699234579019,0.3168604651162791,2.5133824750830565
23,9,2289,155,0.06771515945827872,0.4889589905362776,2.4982748422712935
9,23,2289,155,0.06771515945827872,0.34598214285714285,2.498274842271293
22,95,2226,52,0.02336028751123091,0.18055555555555555,2.496376811594203
95,22,2226,52,0.02336028751123091,0.32298136645962733,2.4963768115942027
7,55,2327,108,0.04641168886978943,0.2517482517482518,2.4928433268858803
55,7,2327,108,0.04641168886978943,0.4595744680851064,2.4928433268858803
25,33,2225,137,0.06157303370786517,0.3577023498694517,2.4794010232384114
33,25,2225,137,0.06157303370786517,0.42679127725856697,2.4794010232384114
4,82,2700,33,0.012222222222222223,0.6111111111111112,2.47376311844078
82,4,2700,33,0.012222222222222223,0.049475262368815595,2.47376311844078
22,79,2226,22,0.009883198562443846,0.0763888888888889,2.464371980676329
79,22,2226,22,0.009883198562443846,0.3188405797101449,2.464371980676328
8,10,2700,30,0.011111111111111112,0.42857142857142855,2.4463908184838417
10,8,2700,30,0.011111111111111112,0.06342494714587738,2.4463908184838417
11,23,2291,130,0.05674378000872981,0.3403141361256545,2.444074250356973
23,11,2291,130,0.05674378000872981,0.40752351097178685,2.444074250356973
80,90,2356,167,0.07088285229202038,0.29043478260869565,2.4438012422360247
90,80,2356,167,0.07088285229202038,0.5964285714285714,2.4438012422360247
83,94,2025,83,0.04098765432098765,0.32421875,2.4406801812267656
94,83,2025,83,0.04098765432098765,0.30855018587360594,2.4406801812267656
21,25,2649,84,0.031710079275198186,0.47191011235955055,2.436822393061305
25,21,2649,84,0.031710079275198186,0.16374269005847952,2.4368223930613047
21,34,2222,59,0.026552655265526554,0.3782051282051282,2.4358602749907097
34,21,2222,59,0.026552655265526554,0.17101449275362318,2.4358602749907097
24,34,2220,156,0.07027027027027027,0.37681159420289856,2.431749241658241
34,24,2220,156,0.07027027027027027,0.45348837209302323,2.4317492416582405
24,25,2221,171,0.0769923457901846,0.41304347826086957,2.4141304347826087
25,24,2221,171,0.0769923457901846,0.45,2.4141304347826087
92,98,2295,106,0.04618736383442266,0.5247524752475248,2.4086138613861388
98,92,2295,106,0.04618736383442266,0.212,2.4086138613861388
2,27,2238,20,0.008936550491510277,0.4166666666666667,2.391025641025641
27,2,2238,20,0.008936550491510277,0.05128205128205128,2.391025641025641
46,14,2700,28,0.01037037037037037,0.17177914110429449,2.3907406236164697
14,46,2700,28,0.01037037037037037,0.14432989690721648,2.390740623616469
34,25,2222,141,0.06345634563456345,0.40869565217391307,2.3897940503432498
25,34,2222,141,0.06345634563456345,0.37105263157894736,2.3897940503432493
7,21,2700,83,0.030740740740740742,0.15930902111324377,2.389635316698657
21,7,2700,83,0.030740740740740742,0.46111111111111114,2.3896353166986564
12,8,2676,28,0.01046337817638266,0.05588822355289421,2.3739188290086495
8,12,2676,28,0.01046337817638266,0.4444444444444444,2.373918829008649
90,96,1960,151,0.0770408163265306,0.49508196721311476,2.372519940678985
96,90,1960,151,0.0770408163265306,0.3691931540342298,2.372519940678985
7,33,2225,130,0.058426966292134834,0.3403141361256545,2.3588752426155177
33,7,2225,130,0.058426966292134834,0.40498442367601245,2.3588752426155177
93,21,2452,51,0.020799347471451877,0.13076923076923078,2.3576923076923078
21,93,2452,51,0.020799347471451877,0.375,2.3576923076923073
17,21,2696,28,0.010385756676557863,0.15730337078651685,2.35605493133583
21,17,2696,28,0.010385756676557863,0.15555555555555556,2.35605493133583
93,98,2272,170,0.07482394366197183,0.5014749262536873,2.3491773864914998
98,93,2272,170,0.07482394366197183,0.35051546391752575,2.3491773864914998
2,82,2700,37,0.013703703703703704,0.578125,2.340236131934033
82,2,2700,37,0.013703703703703704,0.05547226386806597,2.340236131934033
24,95,2221,70,0.0315173345339937,0.16908212560386474,2.3324931737030035
95,24,2221,70,0.0315173345339937,0.43478260869565216,2.3324931737030035
27,14,2238,57,0.02546916890080429,0.14615384615384616,2.3198036006546645
14,27,2238,57,0.02546916890080429,0.40425531914893614,2.319803600654664
22,74,2226,45,0.02021563342318059,0.15625,2.31875
74,22,2226,45,0.02021563342318059,0.3,2.3187499999999996
46,92,2700,53,0.01962962962962963,0.32515337423312884,2.316396069734691
92,46,2700,53,0.01962962962962963,0.13984168865435356,2.316396069734691
46,93,2452,43,0.017536704730831975,0.36752136752136755,2.3106728029804953
93,46,2452,43,0.017536704730831975,0.11025641025641025,2.3106728029804953
14,24,2221,59,0.02656461053579469,0.4306569343065693,2.3103600267992523
24,14,2221,59,0.02656461053579469,0.14251207729468598,2.3103600267992523
23,29,2221,71,0.031967582170193604,0.24825174825174826,2.306975451326916
29,23,2221,71,0.031967582170193604,0.29707112970711297,2.306975451326916
14,29,2221,34,0.01530841963079694,0.24817518248175183,2.3062639342760285
29,14,2221,34,0.01530841963079694,0.14225941422594143,2.3062639342760285
21,27,2238,63,0.028150134048257374,0.4012738853503185,2.3026947574718277
27,21,2238,63,0.028150134048257374,0.16153846153846155,2.3026947574718277
67,33,2225,83,0.037303370786516854,0.332,2.3012461059190032
33,67,2225,83,0.037303370786516854,0.2585669781931464,2.301246105919003
23,79,2291,24,0.010475774770842427,0.07523510971786834,2.2981818181818183
79,23,2291,24,0.010475774770842427,0.32,2.2981818181818183
37,42,1080,39,0.03611111111111111,0.2932330827067669,2.2948676037920888
42,37,1080,39,0.03611111111111111,0.2826086956521739,2.2948676037920888
3,22,2226,51,0.022911051212938006,0.29651162790697677,2.2917877906976747
22,3,2226,51,0.022911051212938006,0.17708333333333334,2.2917877906976747
30,95,2220,41,0.018468468468468467,0.1659919028340081,2.2888324490155156
95,30,2220,41,0.018468468468468467,0.2546583850931677,2.288832449015515
23,7,2291,130,0.05674378000872981,0.40752351097178685,2.288324420677362
7,23,2291,130,0.05674378000872981,0.31862745098039214,2.2883244206773616
90,98,2295,127,0.05533769063180828,0.4980392156862745,2.286
98,90,2295,127,0.05533769063180828,0.254,2.286
22,23,2221,83,0.037370553804592525,0.29328621908127206,2.2855743599280887
23,22,2221,83,0.037370553804592525,0.2912280701754386,2.2855743599280887
17,74,2688,42,0.015625,0.23863636363636365,2.2827563895179552
74,17,2688,42,0.015625,0.1494661921708185,2.2827563895179552
3,23,2291,59,0.0257529463116543,0.3172043010752688,2.2781036168132944
23,3,2291,59,0.0257529463116543,0.18495297805642633,2.2781036168132944
92,14,2700,62,0.022962962962962963,0.16358839050131926,2.2767456409977425
92,79,2700,31,0.011481481481481481,0.08179419525065963,2.2767456409977425
14,92,2700,62,0.022962962962962963,0.31958762886597936,2.276745640997742
79,92,2700,31,0.011481481481481481,0.31958762886597936,2.276745640997742
23,81,2291,77,0.03360977738978612,0.2413793103448276,2.2757201646090537
81,23,2291,77,0.03360977738978612,0.3168724279835391,2.2757201646090537
17,22,2226,32,0.014375561545372867,0.29357798165137616,2.2691131498470947
22,17,2226,32,0.014375561545372867,0.1111111111111111,2.2691131498470947
16,2,2700,32,0.011851851851851851,0.05378151260504202,2.2689075630252105
2,16,2700,32,0.011851851851851851,0.5,2.26890756302521
81,14,2700,40,0.014814814814814815,0.16260162601626016,2.263012320844858
14,81,2700,40,0.014814814814814815,0.20618556701030927,2.2630123208448576
93,80,2308,185,0.08015597920277297,0.5362318840579711,2.262565243886284
80,93,2308,185,0.08015597920277297,0.3382084095063985,2.2625652438862836
20,22,2226,83,0.03728661275831087,0.29225352112676056,2.25887617370892
22,20,2226,83,0.03728661275831087,0.2881944444444444,2.25887617370892
7,67,2700,138,0.051111111111111114,0.2648752399232246,2.256035166538506
67,7,2700,138,0.051111111111111114,0.4353312302839117,2.256035166538506
21,90,2700,63,0.023333333333333334,0.35,2.2553699284009547
90,21,2700,63,0.023333333333333334,0.15035799522673032,2.2553699284009547
29,46,2221,33,0.014858171994597028,0.13807531380753138,2.254891705636229
46,29,2221,33,0.014858171994597028,0.2426470588235294,2.254891705636229
32,46,2428,56,0.023064250411861616,0.13592233009708737,2.229860928890055
46,32,2428,56,0.023064250411861616,0.3783783783783784,2.229860928890055
2,10,2700,25,0.009259259259259259,0.390625,2.2297832980972516
10,2,2700,25,0.009259259259259259,0.052854122621564484,2.2297832980972516
21,22,2226,45,0.02021563342318059,0.28846153846153844,2.2295673076923075
22,21,2226,45,0.02021563342318059,0.15625,2.2295673076923075
20,95,2426,55,0.02267106347897774,0.15151515151515152,2.2277318640955004
95,20,2426,55,0.02267106347897774,0.3333333333333333,2.2277318640955004
24,55,2220,88,0.03963963963963964,0.21256038647342995,2.2258681979764834
55,24,2220,88,0.03963963963963964,0.41509433962264153,2.2258681979764834
11,34,2222,124,0.0558055805580558,0.34540389972144847,2.224601348350894
34,11,2222,124,0.0558055805580558,0.35942028985507246,2.224601348350894
81,98,2295,61,0.026579520697167756,0.48412698412698413,2.222142857142857
98,81,2295,61,0.026579520697167756,0.122,2.222142857142857
9,21,2640,92,0.03484848484848485,0.1488673139158576,2.220393834677198
21,9,2640,92,0.03484848484848485,0.519774011299435,2.220393834677198
